manufacture_style,Code,product_name,大分類,中分類,小分類,Remark
MCG34TA/A,13028621,iPad Air 11 CL 256 紫 MCG34,iPad,iPad Air 11in M3,Cellular iPad Air 11 紫,28400
MCG44TA/A,13028622,iPad Air 11 CL 512 灰 MCG44,iPad,iPad Air 11in M3,Cellular iPad Air 11 灰,35400
MCG54TA/A,13028623,iPad Air 11 CL 512 藍 MCG54,iPad,iPad Air 11in M3,Cellular iPad Air 11 藍,35400
MCG64TA/A,13028624,iPad Air 11 CL 512 星 MCG64,iPad,iPad Air 11in M3,Cellular iPad Air 11 星,35400
MCG74TA/A,13028625,iPad Air 11 CL 512 紫 MCG74,iPad,iPad Air 11in M3,Cellular iPad Air 11 紫,35400
MCG84TA/A,13028626,iPad Air 11 CL 1TB 灰 MCG84,iPad,iPad Air 11in M3,Cellular iPad Air 11 灰,42400
MCG94TA/A,13028627,iPad Air 11 CL 1TB 藍 MCG94,iPad,iPad Air 11in M3,Cellular iPad Air 11 藍,42400
MCGA4TA/A,13028628,iPad Air 11 CL 1TB 星 MCGA4,iPad,iPad Air 11in M3,Cellular iPad Air 11 星,42400
MCGC4TA/A,13028629,iPad Air 11 CL 1TB 紫 MCGC4,iPad,iPad Air 11in M3,Cellular iPad Air 11 紫,42400
MCJ14TA/A,13028630,iPad Air 13 CL 128 灰 MCJ14,iPad,iPad Air 13in M3,Cellular iPad Air 13 灰,31900
MCJ24TA/A,13028631,iPad Air 13 CL 128 藍 MCJ24,iPad,iPad Air 13in M3,Cellular iPad Air 13 藍,31900
MCJ34TA/A,13028632,iPad Air 13 CL 128 星 MCJ34,iPad,iPad Air 13in M3,Cellular iPad Air 13 星,31900
MCJ44TA/A,13028633,iPad Air 13 CL 128 紫 MCJ44,iPad,iPad Air 13in M3,Cellular iPad Air 13 紫,31900
MCJ54TA/A,13028634,iPad Air 13 CL 256 灰 MCJ54,iPad,iPad Air 13in M3,Cellular iPad Air 13 灰,35400
MCJ64TA/A,13028635,iPad Air 13 CL 256 藍 MCJ64,iPad,iPad Air 13in M3,Cellular iPad Air 13 藍,35400
MCJ74TA/A,13028636,iPad Air 13 CL 256 星 MCJ74,iPad,iPad Air 13in M3,Cellular iPad Air 13 星,35400
MCJ84TA/A,13028637,iPad Air 13 CL 256 紫 MCJ84,iPad,iPad Air 13in M3,Cellular iPad Air 13 紫,35400
MCJ94TA/A,13028638,iPad Air 13 CL 512 灰 MCJ94,iPad,iPad Air 13in M3,Cellular iPad Air 13 灰,42400
MCJA4TA/A,13028639,iPad Air 13 CL 512 藍 MCJA4,iPad,iPad Air 13in M3,Cellular iPad Air 13 藍,42400
MCJC4TA/A,13028640,iPad Air 13 CL 512 星 MCJC4,iPad,iPad Air 13in M3,Cellular iPad Air 13 星,42400
MCJD4TA/A,13028641,iPad Air 13 CL 512 紫 MCJD4,iPad,iPad Air 13in M3,Cellular iPad Air 13 紫,42400
MCJE4TA/A,13028642,iPad Air 13 CL 1TB 灰 MCJE4,iPad,iPad Air 13in M3,Cellular iPad Air 13 灰,49400
MCJF4TA/A,13028643,iPad Air 13 CL 1TB 藍 MCJF4,iPad,iPad Air 13in M3,Cellular iPad Air 13 藍,49400
MCJG4TA/A,13028644,iPad Air 13 CL 1TB 星 MCJG4,iPad,iPad Air 13in M3,Cellular iPad Air 13 星,49400
MCJH4TA/A,13028645,iPad Air 13 CL 1TB 紫 MCJH4,iPad,iPad Air 13in M3,Cellular iPad Air 13 紫,49400
MCNH4TA/A,13028646,iPad Air 13 WF 128 灰 MCNH4,iPad,iPad Air 13in M3,WiFi iPad Air 13 灰,26900
MCNJ4TA/A,13028647,iPad Air 13 WF 128 藍 MCNJ4,iPad,iPad Air 13in M3,WiFi iPad Air 13 藍,26900
MCNK4TA/A,13028648,iPad Air 13 WF 128 星 MCNK4,iPad,iPad Air 13in M3,WiFi iPad Air 13 星,26900
MCNL4TA/A,13028649,iPad Air 13 WF 128 紫 MCNL4,iPad,iPad Air 13in M3,WiFi iPad Air 13 紫,26900
MCNN4TA/A,13028650,iPad Air 13 WF 256 灰 MCNN4,iPad,iPad Air 13in M3,WiFi iPad Air 13 灰,30400
MCNP4TA/A,13028651,iPad Air 13 WF 256 藍 MCNP4,iPad,iPad Air 13in M3,WiFi iPad Air 13 藍,30400
MCNQ4TA/A,13028652,iPad Air 13 WF 256 星 MCNQ4,iPad,iPad Air 13in M3,WiFi iPad Air 13 星,30400
MCNR4TA/A,13028653,iPad Air 13 WF 256 紫 MCNR4,iPad,iPad Air 13in M3,WiFi iPad Air 13 紫,30400
MCNT4TA/A,13028654,iPad Air 13 WF 512 灰 MCNT4,iPad,iPad Air 13in M3,WiFi iPad Air 13 灰,37400
MCNW4TA/A,13028655,iPad Air 13 WF 512 藍 MCNW4,iPad,iPad Air 13in M3,WiFi iPad Air 13 藍,37400
MCNX4TA/A,13028656,iPad Air 13 WF 512 星 MCNX4,iPad,iPad Air 13in M3,WiFi iPad Air 13 星,37400
MCNY4TA/A,13028657,iPad Air 13 WF 512 紫 MCNY4,iPad,iPad Air 13in M3,WiFi iPad Air 13 紫,37400
MCQ04TA/A,13028658,iPad Air 13 WF 1TB 灰 MCQ04,iPad,iPad Air 13in M3,WiFi iPad Air 13 灰,44400
MCQ14TA/A,13028659,iPad Air 13 WF 1TB 藍 MCQ14,iPad,iPad Air 13in M3,WiFi iPad Air 13 藍,44400
MCQ24TA/A,13028660,iPad Air 13 WF 1TB 星 MCQ24,iPad,iPad Air 13in M3,WiFi iPad Air 13 星,44400
MCQ34TA/A,13028661,iPad Air 13 WF 1TB 紫 MCQ34,iPad,iPad Air 13in M3,WiFi iPad Air 13 紫,44400
MDFV4TA/A,13028662,Air 11 M2/3 巧控鍵盤 白 MDFV4,Accy,*iPad Accy,Air 11 5th Keyboard,9490
MDFW4TA/A,13028663,Air 13 M2/3 巧控鍵盤 白 MDFW4,Accy,*iPad Accy,Air 13 2nd Keyboard,9890
SUYD2TA/A,13028688,AC+ for iPad A16 SUYD2,Care,ACPP+,iPad A16 ACPP+,2190
SV072TA/A,13028689,AC+ for iPad Air 11 5 SV072,Care,ACPP+,iPad Air 11 5th ACPP+,2590
SV172TA/A,13028690,AC+ for iPad Air 13 2 SV172,Care,ACPP+,iPad Air 13 2th ACPP+,3290
STKT2TA/A,13028701,AC+ for Mac Studio M4 STKT2,Care,ACPP+,Mac Studio ACPP+,5290
SUWE2TA/A,13028702,AC+ for MBA 13 M4 SUWE2,Care,ACPP+,13 MacBook Air ACPP+,6290
SUWF2TA/A,13028703,AC+ for MBA 15 M4 SUWF2,Care,ACPP+,15 MacBook Air ACPP+,7290
MU963TA/A,13028704,Mac Studio M4M 512GB MU963,CPU,MAC STUDIO,Mac Studio M4M 512G,67900
MU973TA/A,13028705,Mac Studio M3U 1TB MU973,CPU,MAC STUDIO,Mac Studio M3U 1T,137900
MC654TA/A,13028706,M4 MBA 13 24G 512 銀 MC654,CPU,MACBOOK AIR 13(M4),MacBook Air M4 24G 512G 銀,46900
MC6A4TA/A,13028707,M4 MBA 13 24G 512 星 MC6A4,CPU,MACBOOK AIR 13(M4),MacBook Air M4 24G 512G 星,46900
MC6C4TA/A,13028708,M4 MBA 13 24G 512 午 MC6C4,CPU,MACBOOK AIR 13(M4),MacBook Air M4 24G 512G 午,46900
MC6J4TA/A,13028709,M4 MBA 15 24G 512 銀 MC6J4,CPU,MACBOOK AIR 15(M4),MacBook Air M4 24G 512G 銀,53900
MC6K4TA/A,13028710,M4 MBA 15 24G 512 星 MC6K4,CPU,MACBOOK AIR 15(M4),MacBook Air M4 24G 512G 星,53900
MC6L4TA/A,13028711,M4 MBA 15 24G 512 午 MC6L4,CPU,MACBOOK AIR 15(M4),MacBook Air M4 24G 512G 午,53900
MC6T4TA/A,13028712,M4 MBA 13 8GP 16G 256 藍 MC6T4,CPU,MACBOOK AIR 13(M4),MacBook Air M4 16G 256G 藍,32900
MC6U4TA/A,13028713,M4 MBA 13 16G 512 藍 MC6U4,CPU,MACBOOK AIR 13(M4),MacBook Air M4 16G 512G 藍,39900
MC6V4TA/A,13028714,M4 MBA 13 24G 512 藍 MC6V4,CPU,MACBOOK AIR 13(M4),MacBook Air M4 24G 512G 藍,46900
MC7A4TA/A,13028715,M4 MBA 15 16G 256 藍 MC7A4,CPU,MACBOOK AIR 15(M4),MacBook Air M4 16G 256G 藍,39900
MC7C4TA/A,13028716,M4 MBA 15 16G 512 藍 MC7C4,CPU,MACBOOK AIR 15(M4),MacBook Air M4 16G 512G 藍,46900
MC7D4TA/A,13028717,M4 MBA 15 24G 512 藍 MC7D4,CPU,MACBOOK AIR 15(M4),MacBook Air M4 24G 512G 藍,53900
MW0W3TA/A,13028718,M4 MBA 13 8GP 16G 256 銀 MW0W3,CPU,MACBOOK AIR 13(M4),MacBook Air M4 16G 256G 銀,32900
MW0X3TA/A,13028719,M4 MBA 13 16G 512 銀 MW0X3,CPU,MACBOOK AIR 13(M4),MacBook Air M4 16G 512G 銀,39900
MW0Y3TA/A,13028720,M4 MBA 13 8GP 16G 256 星 MW0Y3,CPU,MACBOOK AIR 13(M4),MacBook Air M4 16G 256G 星,32900
MW103TA/A,13028721,M4 MBA 13 16G 512 星 MW103,CPU,MACBOOK AIR 13(M4),MacBook Air M4 16G 512G 星,39900
MW123TA/A,13028722,M4 MBA 13 8GP 16G 256 午 MW123,CPU,MACBOOK AIR 13(M4),MacBook Air M4 16G 256G 午,32900
MW133TA/A,13028723,M4 MBA 13 16G 512 午 MW133,CPU,MACBOOK AIR 13(M4),MacBook Air M4 16G 512G 午,39900
MW1G3TA/A,13028724,M4 MBA 15 16G 256 銀 MW1G3,CPU,MACBOOK AIR 15(M4),MacBook Air M4 16G 256G 銀,39900
MW1H3TA/A,13028725,M4 MBA 15 16G 512 銀 MW1H3,CPU,MACBOOK AIR 15(M4),MacBook Air M4 16G 512G 銀,46900
MW1J3TA/A,13028726,M4 MBA 15 16G 256 星 MW1J3,CPU,MACBOOK AIR 15(M4),MacBook Air M4 16G 256G 星,39900
MW1K3TA/A,13028727,M4 MBA 15 16G 512 星 MW1K3,CPU,MACBOOK AIR 15(M4),MacBook Air M4 16G 512G 星,46900
MW1L3TA/A,13028728,M4 MBA 15 16G 256 午 MW1L3,CPU,MACBOOK AIR 15(M4),MacBook Air M4 16G 256G 午,39900
MW1M3TA/A,13028729,M4 MBA 15 16G 512 午 MW1M3,CPU,MACBOOK AIR 15(M4),MacBook Air M4 16G 512G 午,46900
MDV84FE/A,13028784,USB-C to 3.5 mm Cable MDV84,Accy,#Cable,USB-C,1290
Z1K100011,13028909,M4 iMac 24 10C 32 512 銀 Z1K1,CPU,IMAC,iMac 24 M4 512G,72900
Z1FG,13028937,M4M MBP 14 Nano 1TB 黑 Z1FG,CPU,MBP 14 M4 Pro&Max,MacBook Pro M4Max 36G 1TB 黑,114900
MDEW4TA/A,13028942,HomePod 午夜 MDEW4,Audio,HomePod,HomePod 灰,9300
MDEY4TA/A,13028943,HomePod 白色 MDEY4,Audio,HomePod,HomePod 白,9300
MYJF3TA/A,13028958,Studio Display 標準斜高 MYJF3,Accy,*CPU Accy,"27"" Display",57900
MYJG3TA/A,13028959,Studio Display 標準斜 MYJG3,Accy,*CPU Accy,"27"" Display",45900
Z1K5,13028984,M4 iMac 24 10C 24 512 藍 Z1K5,CPU,IMAC,iMac 24 M4 512G,66800
Z1EP,13029126,M4 iMac 24 10C 16 256 藍 Z1EP,CPU,IMAC,iMac 24 M4 256G,52800
Z1EK,13029127,M4 iMac 24 10C 16 256 黃 Z1EK,CPU,IMAC,iMac 24 M4 256G,52800
MFHP4TA/A,13029775,AirPods Pro 3 MFHP4,AirPods,AirPods Pro 3,AirPods Pro 第三代,7490
MG6J4ZP/A,13029776,iPhone 17 256G 黑 MG6J4,iPhone,iPhone 17,iPhone 17 黑,29900
MG6K4ZP/A,13029777,iPhone 17 256G 白 MG6K4,iPhone,iPhone 17,iPhone 17 白,29900
MG6L4ZP/A,13029778,iPhone 17 256G 霧藍 MG6L4,iPhone,iPhone 17,iPhone 17 藍,29900
MG6M4ZP/A,13029779,iPhone 17 256G 薰衣紫 MG6M4,iPhone,iPhone 17,iPhone 17 紫,29900
MG6N4ZP/A,13029780,iPhone 17 256G 鼠尾綠 MG6N4,iPhone,iPhone 17,iPhone 17 綠,29900
MG6P4ZP/A,13029781,iPhone 17 512G 黑 MG6P4,iPhone,iPhone 17,iPhone 17 黑,36900
MG6Q4ZP/A,13029782,iPhone 17 512G 白 MG6Q4,iPhone,iPhone 17,iPhone 17 白,36900
MG6T4ZP/A,13029783,iPhone 17 512G 霧藍 MG6T4,iPhone,iPhone 17,iPhone 17 藍,36900
MG6U4ZP/A,13029784,iPhone 17 512G 薰衣紫 MG6U4,iPhone,iPhone 17,iPhone 17 紫,36900
MG6V4ZP/A,13029785,iPhone 17 512G 鼠尾綠 MG6V4,iPhone,iPhone 17,iPhone 17 綠,36900
MG2L4ZP/A,13029786,iPhone Air 256G 太空黑 MG2L4,iPhone,iPhone Air,iPhone Air 黑,36900
MG2M4ZP/A,13029787,iPhone Air 256G 雲白 MG2M4,iPhone,iPhone Air,iPhone Air 白,36900
MG2N4ZP/A,13029788,iPhone Air 256G 淺金 MG2N4,iPhone,iPhone Air,iPhone Air 金,36900
MG2P4ZP/A,13029789,iPhone Air 256G 天藍 MG2P4,iPhone,iPhone Air,iPhone Air 藍,36900
MG2Q4ZP/A,13029790,iPhone Air 512G 太空黑 MG2Q4,iPhone,iPhone Air,iPhone Air 黑,43900
MG2T4ZP/A,13029791,iPhone Air 512G 雲白 MG2T4,iPhone,iPhone Air,iPhone Air 白,43900
MG2U4ZP/A,13029792,iPhone Air 512G 淺金 MG2U4,iPhone,iPhone Air,iPhone Air 金,43900
MG2V4ZP/A,13029793,iPhone Air 512G 天藍 MG2V4,iPhone,iPhone Air,iPhone Air 藍,43900
MG2W4ZP/A,13029794,iPhone Air 1T 太空黑 MG2W4,iPhone,iPhone Air,iPhone Air 黑,50900
MG2X4ZP/A,13029795,iPhone Air 1T 雲白 MG2X4,iPhone,iPhone Air,iPhone Air 白,50900
MG2Y4ZP/A,13029796,iPhone Air 1T 淺金 MG2Y4,iPhone,iPhone Air,iPhone Air 金,50900
MG304ZP/A,13029797,iPhone Air 1T 天藍 MG304,iPhone,iPhone Air,iPhone Air 藍,50900
MG8G4ZP/A,13029798,iPhone 17 Pro 256G 銀 MG8G4,iPhone,iPhone 17 Pro,iPhone 17 Pro 銀,39900
MG8H4ZP/A,13029799,iPhone 17 Pro 256G 橙 MG8H4,iPhone,iPhone 17 Pro,iPhone 17 Pro 橙,39900
MG8J4ZP/A,13029800,iPhone 17 Pro 256G 藏藍 MG8J4,iPhone,iPhone 17 Pro,iPhone 17 Pro 藍,39900
MG8K4ZP/A,13029801,iPhone 17 Pro 512G 銀 MG8K4,iPhone,iPhone 17 Pro,iPhone 17 Pro 銀,46900
MG8M4ZP/A,13029802,iPhone 17 Pro 512G 橙 MG8M4,iPhone,iPhone 17 Pro,iPhone 17 Pro 橙,46900
MG8N4ZP/A,13029803,iPhone 17 Pro 512G 藏藍 MG8N4,iPhone,iPhone 17 Pro,iPhone 17 Pro 藍,46900
MG8P4ZP/A,13029804,iPhone 17 Pro 1T 銀 MG8P4,iPhone,iPhone 17 Pro,iPhone 17 Pro 銀,53900
MG8Q4ZP/A,13029805,iPhone 17 Pro 1T 橙 MG8Q4,iPhone,iPhone 17 Pro,iPhone 17 Pro 橙,53900
MG8R4ZP/A,13029806,iPhone 17 Pro 1T 藏藍 MG8R4,iPhone,iPhone 17 Pro,iPhone 17 Pro 藍,53900
MFYM4ZP/A,13029807,iPhone 17 PM 256G 銀 MFYM4,iPhone,iPhone 17 Pro Max,iPhone 17 Pro Max 銀,44900
MFYN4ZP/A,13029808,iPhone 17 PM 256G 橙 MFYN4,iPhone,iPhone 17 Pro Max,iPhone 17 Pro Max 橙,44900
MFYP4ZP/A,13029809,iPhone 17 PM 256G 藏藍 MFYP4,iPhone,iPhone 17 Pro Max,iPhone 17 Pro Max 藍,44900
MFYQ4ZP/A,13029810,iPhone 17 PM 512G 銀 MFYQ4,iPhone,iPhone 17 Pro Max,iPhone 17 Pro Max 銀,51900
MFYT4ZP/A,13029811,iPhone 17 PM 512G 橙 MFYT4,iPhone,iPhone 17 Pro Max,iPhone 17 Pro Max 橙,51900
MFYU4ZP/A,13029812,iPhone 17 PM 512G 藏藍 MFYU4,iPhone,iPhone 17 Pro Max,iPhone 17 Pro Max 藍,51900
MFYV4ZP/A,13029813,iPhone 17 PM 1T 銀 MFYV4,iPhone,iPhone 17 Pro Max,iPhone 17 Pro Max 銀,58900
MFYW4ZP/A,13029814,iPhone 17 PM 1T 橙 MFYW4,iPhone,iPhone 17 Pro Max,iPhone 17 Pro Max 橙,58900
MFYX4ZP/A,13029815,iPhone 17 PM 1T 藏藍 MFYX4,iPhone,iPhone 17 Pro Max,iPhone 17 Pro Max 藍,58900
MFYY4ZP/A,13029816,iPhone 17 PM 2T 銀 MFYY4,iPhone,iPhone 17 Pro Max,iPhone 17 Pro Max 銀,72900
MG004ZP/A,13029817,iPhone 17 PM 2T 橙 MG004,iPhone,iPhone 17 Pro Max,iPhone 17 Pro Max 橙,72900
MG014ZP/A,13029818,iPhone 17 PM 2T 藏藍 MG014,iPhone,iPhone 17 Pro Max,iPhone 17 Pro Max 藍,72900
MEH34TA/A,13029819,AW SE 40 星鋁/星帶 S MEH34,Apple Watch,SE 3-GPS,40MM Sport,7900
MEH54TA/A,13029820,AW SE 40 星鋁/星帶 L MEH54,Apple Watch,SE 3-GPS,40MM Sport,7900
MEH94TA/A,13029821,AW SE 40 午鋁/午帶 S MEH94,Apple Watch,SE 3-GPS,40MM Sport,7900
MEHC4TA/A,13029822,AW SE 40 午鋁/午帶 L MEHC4,Apple Watch,SE 3-GPS,40MM Sport,7900
MEHG4TA/A,13029823,AW SE 44 星鋁/星帶 S MEHG4,Apple Watch,SE 3-GPS,44MM Sport,8900
MEHJ4TA/A,13029824,AW SE 44 星鋁/星帶 L MEHJ4,Apple Watch,SE 3-GPS,44MM Sport,8900
MEHN4TA/A,13029825,AW SE 44 午鋁/午帶 S MEHN4,Apple Watch,SE 3-GPS,44MM Sport,8900
MEHQ4TA/A,13029826,AW SE 44 午鋁/午帶 L MEHQ4,Apple Watch,SE 3-GPS,44MM Sport,8900
MEP64TA/A,13029827,AW SE CL 40 星鋁/星帶 S MEP64,Apple Watch,SE 3-Cell,40MM Sport,9400
MEP74TA/A,13029828,AW SE CL 40 星鋁/星帶 L MEP74,Apple Watch,SE 3-Cell,40MM Sport,9400
MEP94TA/A,13029829,AW SE CL 40 午鋁/午帶 S MEP94,Apple Watch,SE 3-Cell,40MM Sport,9400
MEPC4TA/A,13029830,AW SE CL 40 午鋁/午帶 L MEPC4,Apple Watch,SE 3-Cell,40MM Sport,9400
MEPE4TA/A,13029831,AW SE CL 44 星鋁/星帶 S MEPE4,Apple Watch,SE 3-Cell,44MM Sport,10400
MEPF4TA/A,13029832,AW SE CL 44 星鋁/星帶 L MEPF4,Apple Watch,SE 3-Cell,44MM Sport,10400
MEPH4TA/A,13029833,AW SE CL 44 午鋁/午帶 S MEPH4,Apple Watch,SE 3-Cell,44MM Sport,10400
MEPJ4TA/A,13029834,AW SE CL 44 午鋁/午帶 L MEPJ4,Apple Watch,SE 3-Cell,44MM Sport,10400
MEQT4TA/A,13029835,AW S11 42 黑鋁/黑帶 S MEQT4,Apple Watch,S11-GPS,42MM Sport,12900
MEQU4TA/A,13029836,AW S11 42 黑鋁/黑帶 L MEQU4,Apple Watch,S11-GPS,42MM Sport,12900
MEQW4TA/A,13029837,AW S11 42 灰鋁/黑帶 S MEQW4,Apple Watch,S11-GPS,42MM Sport,12900
MEQX4TA/A,13029838,AW S11 42 灰鋁/黑帶 L MEQX4,Apple Watch,S11-GPS,42MM Sport,12900
MEU04TA/A,13029839,AW S11 42 金鋁/粉帶 S MEU04,Apple Watch,S11-GPS,42MM Sport,12900
MEU44TA/A,13029840,AW S11 42 金鋁/粉帶 L MEU44,Apple Watch,S11-GPS,42MM Sport,12900
MEU64TA/A,13029841,AW S11 42 銀鋁/紫帶 S MEU64,Apple Watch,S11-GPS,42MM Sport,12900
MEU74TA/A,13029842,AW S11 42 銀鋁/紫帶 L MEU74,Apple Watch,S11-GPS,42MM Sport,12900
MEUW4TA/A,13029843,AW S11 46 黑鋁/黑帶 S MEUW4,Apple Watch,S11-GPS,46MM Sport,13900
MEUX4TA/A,13029844,AW S11 46 黑鋁/黑帶 L MEUX4,Apple Watch,S11-GPS,46MM Sport,13900
MEV04TA/A,13029845,AW S11 46 灰鋁/黑帶 S MEV04,Apple Watch,S11-GPS,46MM Sport,13900
MEV44TA/A,13029846,AW S11 46 灰鋁/黑帶 L MEV44,Apple Watch,S11-GPS,46MM Sport,13900
MEV64TA/A,13029847,AW S11 46 金鋁/粉帶 S MEV64,Apple Watch,S11-GPS,46MM Sport,13900
MEV74TA/A,13029848,AW S11 46 金鋁/粉帶 L MEV74,Apple Watch,S11-GPS,46MM Sport,13900
MEV94TA/A,13029849,AW S11 46 銀鋁/紫帶 S MEV94,Apple Watch,S11-GPS,46MM Sport,13900
MEVA4TA/A,13029850,AW S11 46 銀鋁/紫帶 L MEVA4,Apple Watch,S11-GPS,46MM Sport,13900
MF834TA/A,13029851,AW S11 CL 42 黑鋁/黑帶 S MF834,Apple Watch,S11-Cell,42MM Sport,15900
MF854TA/A,13029852,AW S11 CL 42 黑鋁/黑帶 L MF854,Apple Watch,S11-Cell,42MM Sport,15900
MF8A4TA/A,13029853,AW S11 CL 42 灰鋁/黑帶 S MF8A4,Apple Watch,S11-Cell,42MM Sport,15900
MF8C4TA/A,13029854,AW S11 CL 42 灰鋁/黑帶 L MF8C4,Apple Watch,S11-Cell,42MM Sport,15900
MF8E4TA/A,13029855,AW S11 CL 42 金鋁/粉帶 S MF8E4,Apple Watch,S11-Cell,42MM Sport,15900
MF8F4TA/A,13029856,AW S11 CL 42 金鋁/粉帶 L MF8F4,Apple Watch,S11-Cell,42MM Sport,15900
MF8H4TA/A,13029857,AW S11 CL 42 銀鋁/紫帶 S MF8H4,Apple Watch,S11-Cell,42MM Sport,15900
MF8J4TA/A,13029858,AW S11 CL 42 銀鋁/紫帶 L MF8J4,Apple Watch,S11-Cell,42MM Sport,15900
MF8M4TA/A,13029859,AW S11 CL 42 原鈦/灰帶 S MF8M4,Apple Watch,S11-鈦金屬,42MM 鈦金屬,22900
MF8N4TA/A,13029860,AW S11 CL 42 原鈦/灰帶 L MF8N4,Apple Watch,S11-鈦金屬,42MM 鈦金屬,22900
MF8P4TA/A,13029861,AW S11 CL 42 原鈦/原米 MF8P4,Apple Watch,S11-鈦金屬,42MM 鈦金屬,24400
MF8R4TA/A,13029862,AW S11 CL 42 石鈦/黑帶 S MF8R4,Apple Watch,S11-鈦金屬,42MM 鈦金屬,22900
MF8T4TA/A,13029863,AW S11 CL 42 石鈦/黑帶 L MF8T4,Apple Watch,S11-鈦金屬,42MM 鈦金屬,22900
MF8U4TA/A,13029864,AW S11 CL 42 石鈦/石米 MF8U4,Apple Watch,S11-鈦金屬,42MM 鈦金屬,24400
MF8W4TA/A,13029865,AW S11 CL 42 金鈦/粉帶 S MF8W4,Apple Watch,S11-鈦金屬,42MM 鈦金屬,22900
MF8X4TA/A,13029866,AW S11 CL 42 金鈦/粉帶 L MF8X4,Apple Watch,S11-鈦金屬,42MM 鈦金屬,22900
MF8Y4TA/A,13029867,AW S11 CL 42 金鈦/金米 MF8Y4,Apple Watch,S11-鈦金屬,42MM 鈦金屬,24400
MFC24TA/A,13029868,AW S11 CL 46 黑鋁/黑帶 S MFC24,Apple Watch,S11-Cell,46MM Sport,16900
MFC44TA/A,13029869,AW S11 CL 46 黑鋁/黑帶 L MFC44,Apple Watch,S11-Cell,46MM Sport,16900
MFC94TA/A,13029870,AW S11 CL 46 灰鋁/黑帶 S MFC94,Apple Watch,S11-Cell,46MM Sport,16900
MFCA4TA/A,13029871,AW S11 CL 46 灰鋁/黑帶 L MFCA4,Apple Watch,S11-Cell,46MM Sport,16900
MFCG4TA/A,13029872,AW S11 CL 46 金鋁/粉帶 S MFCG4,Apple Watch,S11-Cell,46MM Sport,16900
MFCJ4TA/A,13029873,AW S11 CL 46 金鋁/粉帶 L MFCJ4,Apple Watch,S11-Cell,46MM Sport,16900
MFCP4TA/A,13029874,AW S11 CL 46 銀鋁/紫帶 S MFCP4,Apple Watch,S11-Cell,46MM Sport,16900
MFCR4TA/A,13029875,AW S11 CL 46 銀鋁/紫帶 L MFCR4,Apple Watch,S11-Cell,46MM Sport,16900
MFCW4TA/A,13029876,AW S11 CL 46 原鈦/灰帶 S MFCW4,Apple Watch,S11-鈦金屬,46MM 鈦金屬,24400
MFCX4TA/A,13029877,AW S11 CL 46 原鈦/灰帶 L MFCX4,Apple Watch,S11-鈦金屬,46MM 鈦金屬,24400
MFCY4TA/A,13029878,AW S11 CL 46 原鈦/原米 S MFCY4,Apple Watch,S11-鈦金屬,46MM 鈦金屬,25900
MFD04TA/A,13029879,AW S11 CL 46 原鈦/原米 L MFD04,Apple Watch,S11-鈦金屬,46MM 鈦金屬,25900
MFD14TA/A,13029880,AW S11 CL 46 石鈦/黑帶 S MFD14,Apple Watch,S11-鈦金屬,46MM 鈦金屬,24400
MFD24TA/A,13029881,AW S11 CL 46 石鈦/黑帶 L MFD24,Apple Watch,S11-鈦金屬,46MM 鈦金屬,24400
MFD34TA/A,13029882,AW S11 CL 46 石鈦/石米 S MFD34,Apple Watch,S11-鈦金屬,46MM 鈦金屬,25900
MFD44TA/A,13029883,AW S11 CL 46 石鈦/石米 L MFD44,Apple Watch,S11-鈦金屬,46MM 鈦金屬,25900
MFD54TA/A,13029884,AW S11 CL 46 金鈦/粉帶 S MFD54,Apple Watch,S11-鈦金屬,46MM 鈦金屬,24400
MFD64TA/A,13029885,AW S11 CL 46 金鈦/粉帶 L MFD64,Apple Watch,S11-鈦金屬,46MM 鈦金屬,24400
MFD74TA/A,13029886,AW S11 CL 46 金鈦/金米 S MFD74,Apple Watch,S11-鈦金屬,46MM 鈦金屬,25900
MFD84TA/A,13029887,AW S11 CL 46 金鈦/金米 L MFD84,Apple Watch,S11-鈦金屬,46MM 鈦金屬,25900
MEWH4TA/A,13029888,AW Ultra 原鈦/海洋藍 MEWH4,Apple Watch,Ultra 3,49MM Sport,26900
MEWK4TA/A,13029889,AW Ultra 原鈦/高山藍環 S MEWK4,Apple Watch,Ultra 3,49MM Loop,26900
MEWM4TA/A,13029890,AW Ultra 原鈦/高山藍環 M MEWM4,Apple Watch,Ultra 3,49MM Loop,26900
MEWP4TA/A,13029891,AW Ultra 原鈦/高山藍環 L MEWP4,Apple Watch,Ultra 3,49MM Loop,26900
MEWR4TA/A,13029892,AW Ultra 原鈦/越野藍環 S MEWR4,Apple Watch,Ultra 3,49MM Loop,26900
MEWU4TA/A,13029893,AW Ultra 原鈦/越野藍環 L MEWU4,Apple Watch,Ultra 3,49MM Loop,26900
MEWW4TA/A,13029894,AW Ultra 原鈦/原米蘭環 S MEWW4,Apple Watch,Ultra 3,49MM 不鏽鋼,29900
MEWY4TA/A,13029895,AW Ultra 原鈦/原米蘭環 M MEWY4,Apple Watch,Ultra 3,49MM 不鏽鋼,29900
MF0E4TA/A,13029896,AW Ultra 原鈦/原米蘭環 L MF0E4,Apple Watch,Ultra 3,49MM 不鏽鋼,29900
MF0J4TA/A,13029897,AW Ultra 黑鈦/海洋黑 MF0J4,Apple Watch,Ultra 3,49MM Sport,26900
